"ID","hostility_C1","warmth_C1","hostility_P1","warmth_P1","hostility_Discrepancies","warmth_Discrepancies","ParentGender","WaveNumber","hostility_C2","warmth_C2","hostility_P2","warmth_P2"
"01008",24,6,19,10,5,-4,"Male","Wave1",NA,NA,NA,NA
"01018",16,13,19,7,-3,6,"Male","Wave1",NA,NA,NA,NA
"01022",20,22,21,12,-1,10,"Male","Wave1",NA,NA,NA,NA
"01037",24,9,16,6,8,3,"Male","Wave1",NA,NA,NA,NA
"01053",25,8,25,13,0,-5,"Male","Wave1",NA,NA,NA,NA
"01105",22,10,20,9,2,1,"Male","Wave1",NA,NA,NA,NA
"01118",16,6,21,6,-5,0,"Male","Wave1",NA,NA,NA,NA
"01144",16,6,13,6,3,0,"Male","Wave1",NA,NA,NA,NA
"01156",28,7,18,6,10,1,"Male","Wave1",NA,NA,NA,NA
"01163",22,21,22,13,0,8,"Male","Wave1",NA,NA,NA,NA
"01188",22,26,24,10,-2,16,"Male","Wave1",NA,NA,NA,NA
"01217",18,17,27,10,-9,7,"Male","Wave1",NA,NA,NA,NA
"01240",21,15,23,7,-2,8,"Male","Wave1",NA,NA,NA,NA
"01241",28,6,28,6,0,0,"Male","Wave1",NA,NA,NA,NA
"01250",21,15,19,15,2,0,"Male","Wave1",NA,NA,NA,NA
"01263",13,19,21,13,-8,6,"Male","Wave1",NA,NA,NA,NA
"01265",22,6,22,14,0,-8,"Male","Wave1",NA,NA,NA,NA
"01270",15,6,25,6,-10,0,"Male","Wave1",NA,NA,NA,NA
"02086",21,22,19,9,2,13,"Male","Wave1",NA,NA,NA,NA
"02105",21,13,20,10,1,3,"Male","Wave1",NA,NA,NA,NA
"02135",20,13,20,9,0,4,"Male","Wave1",NA,NA,NA,NA
"02159",24,8,24,11,0,-3,"Male","Wave1",NA,NA,NA,NA
"03003",27,6,25,9,2,-3,"Male","Wave1",NA,NA,NA,NA
"03004",23,18,23,12,0,6,"Male","Wave1",NA,NA,NA,NA
"03066",23,12,21,8,2,4,"Male","Wave1",NA,NA,NA,NA
"04019",23,18,13,21,10,-3,"Male","Wave1",NA,NA,NA,NA
"04022",27,13,23,9,4,4,"Male","Wave1",NA,NA,NA,NA
"04107",21,14,22,8,-1,6,"Male","Wave1",NA,NA,NA,NA
"04134",24,6,23,9,1,-3,"Male","Wave1",NA,NA,NA,NA
"04155",17,17,21,11,-4,6,"Male","Wave1",NA,NA,NA,NA
"04202",18,9,21,8,-3,1,"Male","Wave1",NA,NA,NA,NA
"04238",9,34,17,20,-8,14,"Male","Wave1",NA,NA,NA,NA
"05006",25,14,23,13,2,1,"Male","Wave1",NA,NA,NA,NA
"05031",24,6,22,9,2,-3,"Male","Wave1",NA,NA,NA,NA
"05094",23,7,19,16,4,-9,"Male","Wave1",NA,NA,NA,NA
"05138",10,14,15,25,-5,-11,"Male","Wave1",NA,NA,NA,NA
"06009",28,6,28,6,0,0,"Male","Wave1",NA,NA,NA,NA
"06061",16,10,21,12,-5,-2,"Male","Wave1",NA,NA,NA,NA
"06166",19,18,20,12,-1,6,"Male","Wave1",NA,NA,NA,NA
"07008",28,8,27,7,1,1,"Male","Wave1",NA,NA,NA,NA
"07015",28,6,28,6,0,0,"Male","Wave1",NA,NA,NA,NA
"07021",16,15,13,15,3,0,"Male","Wave1",NA,NA,NA,NA
"07034",27,6,22,18,5,-12,"Male","Wave1",NA,NA,NA,NA
"07038",26,6,25,8,1,-2,"Male","Wave1",NA,NA,NA,NA
"07043",26,13,18,7,8,6,"Male","Wave1",NA,NA,NA,NA
"07044",16,25,14,7,2,18,"Male","Wave1",NA,NA,NA,NA
"07051",22,9,12,17,10,-8,"Male","Wave1",NA,NA,NA,NA
"07059",24,6,21,13,3,-7,"Male","Wave1",NA,NA,NA,NA
"07091",22,7,19,11,3,-4,"Male","Wave1",NA,NA,NA,NA
"07095",20,26,16,18,4,8,"Male","Wave1",NA,NA,NA,NA
"07113",18,28,19,30,-1,-2,"Male","Wave1",NA,NA,NA,NA
"07131",24,8,20,20,4,-12,"Male","Wave1",NA,NA,NA,NA
"07160",17,9,20,12,-3,-3,"Male","Wave1",NA,NA,NA,NA
"07183",19,7,23,19,-4,-12,"Male","Wave1",NA,NA,NA,NA
"07199",25,10,22,6,3,4,"Male","Wave1",NA,NA,NA,NA
"07211",19,13,19,9,0,4,"Male","Wave1",NA,NA,NA,NA
"07238",26,6,25,10,1,-4,"Male","Wave1",NA,NA,NA,NA
"07278",25,8,27,6,-2,2,"Male","Wave1",NA,NA,NA,NA
"07280",27,8,24,8,3,0,"Male","Wave1",NA,NA,NA,NA
"07294",18,9,18,15,0,-6,"Male","Wave1",NA,NA,NA,NA
"08007",24,24,24,14,0,10,"Male","Wave1",NA,NA,NA,NA
"08021",20,7,19,11,1,-4,"Male","Wave1",NA,NA,NA,NA
"08037",23,24,17,19,6,5,"Male","Wave1",NA,NA,NA,NA
"08045",27,6,26,9,1,-3,"Male","Wave1",NA,NA,NA,NA
"08082",25,10,21,16,4,-6,"Male","Wave1",NA,NA,NA,NA
"08100",25,9,25,9,0,0,"Male","Wave1",NA,NA,NA,NA
"08105",28,14,25,14,3,0,"Male","Wave1",NA,NA,NA,NA
"08108",28,6,28,6,0,0,"Male","Wave1",NA,NA,NA,NA
"08118",22,7,27,8,-5,-1,"Male","Wave1",NA,NA,NA,NA
"09139",13,8,27,13,-14,-5,"Male","Wave1",NA,NA,NA,NA
"09155",25,13,22,13,3,0,"Male","Wave1",NA,NA,NA,NA
"09182",25,7,25,6,0,1,"Male","Wave1",NA,NA,NA,NA
"09239",24,12,18,6,6,6,"Male","Wave1",NA,NA,NA,NA
"10007",21,11,25,10,-4,1,"Male","Wave1",NA,NA,NA,NA
"10044",25,6,18,6,7,0,"Male","Wave1",NA,NA,NA,NA
"10069",26,6,25,6,1,0,"Male","Wave1",NA,NA,NA,NA
"10076",14,33,22,10,-8,23,"Male","Wave1",NA,NA,NA,NA
"10146",27,12,23,12,4,0,"Male","Wave1",NA,NA,NA,NA
"01037",NA,NA,NA,NA,-1,1,"Male","Wave2",18,7,19,6
"01093",NA,NA,NA,NA,-3,1,"Male","Wave2",24,14,27,13
"01139",NA,NA,NA,NA,6,0,"Male","Wave2",24,6,18,6
"01140",NA,NA,NA,NA,0,-3,"Male","Wave2",28,6,28,9
"01156",NA,NA,NA,NA,0,-1,"Male","Wave2",28,6,28,7
"01163",NA,NA,NA,NA,3,-4,"Male","Wave2",27,11,24,15
"01188",NA,NA,NA,NA,0,29,"Male","Wave2",22,41,22,12
"01208",NA,NA,NA,NA,9,5,"Male","Wave2",25,17,16,12
"01250",NA,NA,NA,NA,5,-4,"Male","Wave2",22,15,17,19
"02123",NA,NA,NA,NA,-8,3,"Male","Wave2",12,10,20,7
"02136",NA,NA,NA,NA,-8,13,"Male","Wave2",14,19,22,6
"04015",NA,NA,NA,NA,-7,17,"Male","Wave2",20,26,27,9
"04042",NA,NA,NA,NA,-9,1,"Male","Wave2",8,19,17,18
"04069",NA,NA,NA,NA,4,-3,"Male","Wave2",23,6,19,9
"04152",NA,NA,NA,NA,2,8,"Male","Wave2",27,21,25,13
"04190",NA,NA,NA,NA,0,-7,"Male","Wave2",21,7,21,14
"04202",NA,NA,NA,NA,4,2,"Male","Wave2",25,10,21,8
"05031",NA,NA,NA,NA,4,-6,"Male","Wave2",24,6,20,12
"05072",NA,NA,NA,NA,6,0,"Male","Wave2",25,8,19,8
"05094",NA,NA,NA,NA,6,-4,"Male","Wave2",23,10,17,14
"07021",NA,NA,NA,NA,1,5,"Male","Wave2",17,20,16,15
"07091",NA,NA,NA,NA,9,-5,"Male","Wave2",28,12,19,17
"07113",NA,NA,NA,NA,-1,-8,"Male","Wave2",17,24,18,32
"07116",NA,NA,NA,NA,6,0,"Male","Wave2",28,6,22,6
"07160",NA,NA,NA,NA,1,2,"Male","Wave2",22,8,21,6
"07182",NA,NA,NA,NA,-21,13,"Male","Wave2",5,19,26,6
"07223",NA,NA,NA,NA,-1,1,"Male","Wave2",20,17,21,16
"07298",NA,NA,NA,NA,15,-4,"Male","Wave2",28,6,13,10
"07329",NA,NA,NA,NA,2,-7,"Male","Wave2",24,7,22,14
"07335",NA,NA,NA,NA,-6,0,"Male","Wave2",17,6,23,6
"08007",NA,NA,NA,NA,-2,3,"Male","Wave2",24,18,26,15
"08021",NA,NA,NA,NA,6,-5,"Male","Wave2",23,6,17,11
"08045",NA,NA,NA,NA,1,-3,"Male","Wave2",27,6,26,9
"08048",NA,NA,NA,NA,-1,0,"Male","Wave2",27,6,28,6
"08061",NA,NA,NA,NA,0,-5,"Male","Wave2",20,11,20,16
"08082",NA,NA,NA,NA,-3,-12,"Male","Wave2",20,6,23,18
"08100",NA,NA,NA,NA,3,-2,"Male","Wave2",27,7,24,9
"08105",NA,NA,NA,NA,3,-1,"Male","Wave2",28,15,25,16
"08118",NA,NA,NA,NA,-11,4,"Male","Wave2",15,10,26,6
"09009",NA,NA,NA,NA,5,-1,"Male","Wave2",25,10,20,11
"09024",NA,NA,NA,NA,-2,-3,"Male","Wave2",23,6,25,9
"09035",NA,NA,NA,NA,3,-3,"Male","Wave2",22,6,19,9
"09079",NA,NA,NA,NA,-8,9,"Male","Wave2",15,15,23,6
"09139",NA,NA,NA,NA,-20,22,"Male","Wave2",4,38,24,16
"09155",NA,NA,NA,NA,4,1,"Male","Wave2",26,14,22,13
"09200",NA,NA,NA,NA,-4,0,"Male","Wave2",18,6,22,6
"09206",NA,NA,NA,NA,2,-4,"Male","Wave2",23,6,21,10
"10021",NA,NA,NA,NA,-8,2,"Male","Wave2",15,9,23,7
"10027",NA,NA,NA,NA,-1,2,"Male","Wave2",17,11,18,9
"10030",NA,NA,NA,NA,2,4,"Male","Wave2",24,13,22,9
"10044",NA,NA,NA,NA,0,-4,"Male","Wave2",23,8,23,12
"10142",NA,NA,NA,NA,-1,-1,"Male","Wave2",20,14,21,15
"10146",NA,NA,NA,NA,-2,-2,"Male","Wave2",24,6,26,8
"10150",NA,NA,NA,NA,-5,-3,"Male","Wave2",19,6,24,9
"01004",8,39,21,7,-13,32,"Female","Wave1",NA,NA,NA,NA
"01016",28,6,25,6,3,0,"Female","Wave1",NA,NA,NA,NA
"01020",25,6,25,6,0,0,"Female","Wave1",NA,NA,NA,NA
"01026",23,22,22,14,1,8,"Female","Wave1",NA,NA,NA,NA
"01032",22,9,23,6,-1,3,"Female","Wave1",NA,NA,NA,NA
"01039",19,6,19,7,0,-1,"Female","Wave1",NA,NA,NA,NA
"01040",22,12,28,6,-6,6,"Female","Wave1",NA,NA,NA,NA
"01041",24,6,25,6,-1,0,"Female","Wave1",NA,NA,NA,NA
"01043",27,6,24,9,3,-3,"Female","Wave1",NA,NA,NA,NA
"01050",25,6,25,6,0,0,"Female","Wave1",NA,NA,NA,NA
"01054",24,12,25,12,-1,0,"Female","Wave1",NA,NA,NA,NA
"01059",23,13,24,6,-1,7,"Female","Wave1",NA,NA,NA,NA
"01087",24,6,25,6,-1,0,"Female","Wave1",NA,NA,NA,NA
"01099",22,9,16,6,6,3,"Female","Wave1",NA,NA,NA,NA
"01100",21,16,23,16,-2,0,"Female","Wave1",NA,NA,NA,NA
"01120",24,20,15,20,9,0,"Female","Wave1",NA,NA,NA,NA
"01125",25,6,27,6,-2,0,"Female","Wave1",NA,NA,NA,NA
"01126",22,7,22,10,0,-3,"Female","Wave1",NA,NA,NA,NA
"01127",23,12,22,7,1,5,"Female","Wave1",NA,NA,NA,NA
"01143",28,6,23,6,5,0,"Female","Wave1",NA,NA,NA,NA
"01147",28,6,28,6,0,0,"Female","Wave1",NA,NA,NA,NA
"01149",26,6,22,7,4,-1,"Female","Wave1",NA,NA,NA,NA
"01160",23,7,26,6,-3,1,"Female","Wave1",NA,NA,NA,NA
"01167",20,18,19,15,1,3,"Female","Wave1",NA,NA,NA,NA
"01169",17,7,23,10,-6,-3,"Female","Wave1",NA,NA,NA,NA
"01171",22,26,16,7,6,19,"Female","Wave1",NA,NA,NA,NA
"01172",14,19,11,6,3,13,"Female","Wave1",NA,NA,NA,NA
"01178",21,6,16,7,5,-1,"Female","Wave1",NA,NA,NA,NA
"01183",14,26,13,20,1,6,"Female","Wave1",NA,NA,NA,NA
"01186",18,11,22,6,-4,5,"Female","Wave1",NA,NA,NA,NA
"01190",26,12,21,14,5,-2,"Female","Wave1",NA,NA,NA,NA
"01192",20,6,24,6,-4,0,"Female","Wave1",NA,NA,NA,NA
"01193",21,9,26,6,-5,3,"Female","Wave1",NA,NA,NA,NA
"01195",24,12,19,7,5,5,"Female","Wave1",NA,NA,NA,NA
"01212",27,7,27,6,0,1,"Female","Wave1",NA,NA,NA,NA
"01220",19,17,25,9,-6,8,"Female","Wave1",NA,NA,NA,NA
"01221",24,6,23,6,1,0,"Female","Wave1",NA,NA,NA,NA
"01233",16,8,25,17,-9,-9,"Female","Wave1",NA,NA,NA,NA
"01245",17,20,19,18,-2,2,"Female","Wave1",NA,NA,NA,NA
"01252",28,6,26,7,2,-1,"Female","Wave1",NA,NA,NA,NA
"01253",26,15,20,6,6,9,"Female","Wave1",NA,NA,NA,NA
"01256",26,6,24,6,2,0,"Female","Wave1",NA,NA,NA,NA
"01257",24,6,25,6,-1,0,"Female","Wave1",NA,NA,NA,NA
"01258",20,13,16,12,4,1,"Female","Wave1",NA,NA,NA,NA
"01259",24,6,23,8,1,-2,"Female","Wave1",NA,NA,NA,NA
"01262",28,6,28,6,0,0,"Female","Wave1",NA,NA,NA,NA
"01268",20,10,19,7,1,3,"Female","Wave1",NA,NA,NA,NA
"01277",23,16,20,10,3,6,"Female","Wave1",NA,NA,NA,NA
"02001",23,6,25,6,-2,0,"Female","Wave1",NA,NA,NA,NA
"02005",25,6,24,6,1,0,"Female","Wave1",NA,NA,NA,NA
"02009",26,6,27,6,-1,0,"Female","Wave1",NA,NA,NA,NA
"02011",15,16,17,24,-2,-8,"Female","Wave1",NA,NA,NA,NA
"02014",22,12,17,13,5,-1,"Female","Wave1",NA,NA,NA,NA
"02015",19,20,15,21,4,-1,"Female","Wave1",NA,NA,NA,NA
"02020",26,42,21,9,5,33,"Female","Wave1",NA,NA,NA,NA
"02024",24,7,25,6,-1,1,"Female","Wave1",NA,NA,NA,NA
"02031",22,6,23,6,-1,0,"Female","Wave1",NA,NA,NA,NA
"02038",19,17,20,14,-1,3,"Female","Wave1",NA,NA,NA,NA
"02046",24,12,21,14,3,-2,"Female","Wave1",NA,NA,NA,NA
"02048",19,6,23,10,-4,-4,"Female","Wave1",NA,NA,NA,NA
"02052",19,14,24,8,-5,6,"Female","Wave1",NA,NA,NA,NA
"02053",27,6,26,9,1,-3,"Female","Wave1",NA,NA,NA,NA
"02061",25,12,19,6,6,6,"Female","Wave1",NA,NA,NA,NA
"02062",17,7,22,6,-5,1,"Female","Wave1",NA,NA,NA,NA
"02084",25,7,23,6,2,1,"Female","Wave1",NA,NA,NA,NA
"02085",21,13,22,8,-1,5,"Female","Wave1",NA,NA,NA,NA
"02093",26,6,26,6,0,0,"Female","Wave1",NA,NA,NA,NA
"02100",25,11,19,12,6,-1,"Female","Wave1",NA,NA,NA,NA
"02101",18,10,19,14,-1,-4,"Female","Wave1",NA,NA,NA,NA
"02108",13,11,24,6,-11,5,"Female","Wave1",NA,NA,NA,NA
"02115",10,16,20,13,-10,3,"Female","Wave1",NA,NA,NA,NA
"02123",12,9,12,7,0,2,"Female","Wave1",NA,NA,NA,NA
"02129",28,6,28,6,0,0,"Female","Wave1",NA,NA,NA,NA
"02144",24,6,24,6,0,0,"Female","Wave1",NA,NA,NA,NA
"02145",19,9,22,9,-3,0,"Female","Wave1",NA,NA,NA,NA
"02146",23,9,22,7,1,2,"Female","Wave1",NA,NA,NA,NA
"02152",22,10,19,16,3,-6,"Female","Wave1",NA,NA,NA,NA
"02154",21,8,19,10,2,-2,"Female","Wave1",NA,NA,NA,NA
"02155",24,6,19,10,5,-4,"Female","Wave1",NA,NA,NA,NA
"02156",16,14,18,24,-2,-10,"Female","Wave1",NA,NA,NA,NA
"02158",22,6,24,8,-2,-2,"Female","Wave1",NA,NA,NA,NA
"02171",25,6,22,7,3,-1,"Female","Wave1",NA,NA,NA,NA
"02175",25,8,24,6,1,2,"Female","Wave1",NA,NA,NA,NA
"02181",17,13,12,20,5,-7,"Female","Wave1",NA,NA,NA,NA
"02183",21,23,14,13,7,10,"Female","Wave1",NA,NA,NA,NA
"02185",24,10,18,8,6,2,"Female","Wave1",NA,NA,NA,NA
"02186",27,9,25,8,2,1,"Female","Wave1",NA,NA,NA,NA
"02187",25,12,27,6,-2,6,"Female","Wave1",NA,NA,NA,NA
"02192",23,6,24,6,-1,0,"Female","Wave1",NA,NA,NA,NA
"02193",25,6,24,6,1,0,"Female","Wave1",NA,NA,NA,NA
"02203",22,6,21,6,1,0,"Female","Wave1",NA,NA,NA,NA
"03001",18,13,25,6,-7,7,"Female","Wave1",NA,NA,NA,NA
"03010",23,10,22,11,1,-1,"Female","Wave1",NA,NA,NA,NA
"03016",18,24,24,10,-6,14,"Female","Wave1",NA,NA,NA,NA
"03017",20,8,18,11,2,-3,"Female","Wave1",NA,NA,NA,NA
"03018",26,10,23,9,3,1,"Female","Wave1",NA,NA,NA,NA
"03019",25,6,22,6,3,0,"Female","Wave1",NA,NA,NA,NA
"03021",24,9,20,11,4,-2,"Female","Wave1",NA,NA,NA,NA
"03024",17,11,22,6,-5,5,"Female","Wave1",NA,NA,NA,NA
"03028",19,28,14,13,5,15,"Female","Wave1",NA,NA,NA,NA
"03030",24,19,25,6,-1,13,"Female","Wave1",NA,NA,NA,NA
"03035",24,13,26,6,-2,7,"Female","Wave1",NA,NA,NA,NA
"03036",25,7,21,10,4,-3,"Female","Wave1",NA,NA,NA,NA
"03044",28,6,27,19,1,-13,"Female","Wave1",NA,NA,NA,NA
"03050",23,9,21,12,2,-3,"Female","Wave1",NA,NA,NA,NA
"03051",25,8,24,9,1,-1,"Female","Wave1",NA,NA,NA,NA
"03054",22,20,22,14,0,6,"Female","Wave1",NA,NA,NA,NA
"03055",26,7,25,6,1,1,"Female","Wave1",NA,NA,NA,NA
"03059",26,11,22,8,4,3,"Female","Wave1",NA,NA,NA,NA
"03061",22,7,24,8,-2,-1,"Female","Wave1",NA,NA,NA,NA
"03062",25,8,26,6,-1,2,"Female","Wave1",NA,NA,NA,NA
"03063",12,23,12,11,0,12,"Female","Wave1",NA,NA,NA,NA
"03070",24,8,21,9,3,-1,"Female","Wave1",NA,NA,NA,NA
"03083",24,18,23,14,1,4,"Female","Wave1",NA,NA,NA,NA
"03084",16,13,15,6,1,7,"Female","Wave1",NA,NA,NA,NA
"03085",24,13,25,6,-1,7,"Female","Wave1",NA,NA,NA,NA
"03086",26,6,28,6,-2,0,"Female","Wave1",NA,NA,NA,NA
"03089",20,10,20,12,0,-2,"Female","Wave1",NA,NA,NA,NA
"03091",26,7,25,6,1,1,"Female","Wave1",NA,NA,NA,NA
"03104",23,6,18,7,5,-1,"Female","Wave1",NA,NA,NA,NA
"03114",22,11,15,6,7,5,"Female","Wave1",NA,NA,NA,NA
"03118",17,20,15,10,2,10,"Female","Wave1",NA,NA,NA,NA
"04002",27,8,21,10,6,-2,"Female","Wave1",NA,NA,NA,NA
"04005",23,6,21,6,2,0,"Female","Wave1",NA,NA,NA,NA
"04009",21,7,20,6,1,1,"Female","Wave1",NA,NA,NA,NA
"04018",25,9,23,7,2,2,"Female","Wave1",NA,NA,NA,NA
"04023",25,13,21,16,4,-3,"Female","Wave1",NA,NA,NA,NA
"04024",28,6,28,6,0,0,"Female","Wave1",NA,NA,NA,NA
"04026",28,6,24,6,4,0,"Female","Wave1",NA,NA,NA,NA
"04030",26,6,22,8,4,-2,"Female","Wave1",NA,NA,NA,NA
"04032",21,8,17,20,4,-12,"Female","Wave1",NA,NA,NA,NA
"04035",18,6,21,13,-3,-7,"Female","Wave1",NA,NA,NA,NA
"04040",22,9,23,8,-1,1,"Female","Wave1",NA,NA,NA,NA
"04041",28,6,27,6,1,0,"Female","Wave1",NA,NA,NA,NA
"04048",18,8,16,14,2,-6,"Female","Wave1",NA,NA,NA,NA
"04051",28,6,28,6,0,0,"Female","Wave1",NA,NA,NA,NA
"04052",22,6,25,12,-3,-6,"Female","Wave1",NA,NA,NA,NA
"04054",18,24,21,26,-3,-2,"Female","Wave1",NA,NA,NA,NA
"04057",25,6,20,8,5,-2,"Female","Wave1",NA,NA,NA,NA
"04070",27,7,25,13,2,-6,"Female","Wave1",NA,NA,NA,NA
"04073",25,6,26,8,-1,-2,"Female","Wave1",NA,NA,NA,NA
"04074",24,6,16,10,8,-4,"Female","Wave1",NA,NA,NA,NA
"04076",21,10,19,16,2,-6,"Female","Wave1",NA,NA,NA,NA
"04078",26,8,20,7,6,1,"Female","Wave1",NA,NA,NA,NA
"04082",18,6,22,8,-4,-2,"Female","Wave1",NA,NA,NA,NA
"04083",22,7,24,6,-2,1,"Female","Wave1",NA,NA,NA,NA
"04084",20,9,23,8,-3,1,"Female","Wave1",NA,NA,NA,NA
"04085",26,6,22,20,4,-14,"Female","Wave1",NA,NA,NA,NA
"04087",22,9,15,11,7,-2,"Female","Wave1",NA,NA,NA,NA
"04088",21,10,19,15,2,-5,"Female","Wave1",NA,NA,NA,NA
"04089",25,11,25,8,0,3,"Female","Wave1",NA,NA,NA,NA
"04093",28,6,21,10,7,-4,"Female","Wave1",NA,NA,NA,NA
"04095",23,10,21,6,2,4,"Female","Wave1",NA,NA,NA,NA
"04101",21,14,21,18,0,-4,"Female","Wave1",NA,NA,NA,NA
"04103",14,12,18,10,-4,2,"Female","Wave1",NA,NA,NA,NA
"04105",12,41,14,28,-2,13,"Female","Wave1",NA,NA,NA,NA
"04108",20,11,20,10,0,1,"Female","Wave1",NA,NA,NA,NA
"04112",20,10,17,7,3,3,"Female","Wave1",NA,NA,NA,NA
"04113",20,25,25,7,-5,18,"Female","Wave1",NA,NA,NA,NA
"04115",20,15,21,14,-1,1,"Female","Wave1",NA,NA,NA,NA
"04117",15,10,10,14,5,-4,"Female","Wave1",NA,NA,NA,NA
"04121",21,19,23,9,-2,10,"Female","Wave1",NA,NA,NA,NA
"04122",21,19,23,9,-2,10,"Female","Wave1",NA,NA,NA,NA
"04127",27,6,25,6,2,0,"Female","Wave1",NA,NA,NA,NA
"04135",25,6,22,9,3,-3,"Female","Wave1",NA,NA,NA,NA
"04138",18,12,13,19,5,-7,"Female","Wave1",NA,NA,NA,NA
"04141",20,7,21,15,-1,-8,"Female","Wave1",NA,NA,NA,NA
"04142",17,12,15,13,2,-1,"Female","Wave1",NA,NA,NA,NA
"04146",26,20,19,12,7,8,"Female","Wave1",NA,NA,NA,NA
"04149",11,8,18,10,-7,-2,"Female","Wave1",NA,NA,NA,NA
"04154",23,6,25,6,-2,0,"Female","Wave1",NA,NA,NA,NA
"04156",23,10,20,13,3,-3,"Female","Wave1",NA,NA,NA,NA
"04160",25,14,24,6,1,8,"Female","Wave1",NA,NA,NA,NA
"04164",27,6,22,12,5,-6,"Female","Wave1",NA,NA,NA,NA
"04165",21,12,18,18,3,-6,"Female","Wave1",NA,NA,NA,NA
"04172",25,6,24,6,1,0,"Female","Wave1",NA,NA,NA,NA
"04180",20,19,19,12,1,7,"Female","Wave1",NA,NA,NA,NA
"04181",22,18,22,12,0,6,"Female","Wave1",NA,NA,NA,NA
